1.000000000000000000e+00,9.000000000000000222e-01,5.999999999999999778e-02,1.300000000000000044e-01
1.000000000000000000e+00,8.199999999999999512e-01,7.700000000000000178e-01,-5.200000000000000178e-01
1.000000000000000000e+00,8.599999999999999867e-01,8.299999999999999600e-01,-8.299999999999999600e-01
1.000000000000000000e+00,9.100000000000000311e-01,9.599999999999999645e-01,-1.070000000000000062e+00
1.000000000000000000e+00,9.399999999999999467e-01,1.030000000000000027e+00,-1.280000000000000027e+00
1.000000000000000000e+00,8.699999999999999956e-01,1.070000000000000062e+00,-1.419999999999999929e+00
1.000000000000000000e+00,7.700000000000000178e-01,1.100000000000000089e+00,-1.389999999999999902e+00
1.000000000000000000e+00,8.199999999999999512e-01,1.139999999999999902e+00,-1.060000000000000053e+00
1.000000000000000000e+00,6.999999999999999556e-01,1.199999999999999956e+00,-7.399999999999999911e-01
1.000000000000000000e+00,5.100000000000000089e-01,1.310000000000000053e+00,-5.400000000000000355e-01
1.000000000000000000e+00,4.000000000000000222e-01,1.459999999999999964e+00,-3.699999999999999956e-01
1.000000000000000000e+00,1.499999999999999944e-01,1.449999999999999956e+00,-4.699999999999999734e-01
1.000000000000000000e+00,-2.000000000000000042e-02,1.290000000000000036e+00,-5.000000000000000000e-01
1.000000000000000000e+00,1.400000000000000133e-01,7.199999999999999734e-01,-4.500000000000000111e-01
1.000000000000000000e+00,-1.799999999999999933e-01,-5.000000000000000278e-02,-5.100000000000000089e-01
1.000000000000000000e+00,-2.700000000000000178e-01,-9.399999999999999467e-01,-5.899999999999999689e-01
1.000000000000000000e+00,-2.700000000000000178e-01,-1.750000000000000000e+00,-5.500000000000000444e-01
1.000000000000000000e+00,-3.200000000000000067e-01,-2.160000000000000142e+00,-3.200000000000000067e-01
1.000000000000000000e+00,1.600000000000000033e-01,-2.209999999999999964e+00,4.000000000000000083e-02
1.000000000000000000e+00,3.599999999999999867e-01,-1.969999999999999973e+00,2.899999999999999800e-01
1.000000000000000000e+00,3.400000000000000244e-01,-1.550000000000000044e+00,3.300000000000000155e-01
1.000000000000000000e+00,3.400000000000000244e-01,-1.239999999999999991e+00,2.000000000000000111e-01
1.000000000000000000e+00,2.700000000000000178e-01,-1.139999999999999902e+00,-8.000000000000000167e-02
1.000000000000000000e+00,2.700000000000000178e-01,-1.100000000000000089e+00,-3.499999999999999778e-01
1.000000000000000000e+00,3.300000000000000155e-01,-1.040000000000000036e+00,-5.200000000000000178e-01
1.000000000000000000e+00,3.300000000000000155e-01,-9.799999999999999822e-01,-5.899999999999999689e-01
1.000000000000000000e+00,3.499999999999999778e-01,-9.000000000000000222e-01,-6.099999999999999867e-01
1.000000000000000000e+00,3.300000000000000155e-01,-7.900000000000000355e-01,-5.000000000000000000e-01
1.000000000000000000e+00,3.300000000000000155e-01,-7.800000000000000266e-01,-3.099999999999999978e-01
